STATE,YEAR,Disposable Income Per Capita,GDP Growth,Avg Unemployment
Oklahoma,1997,17883.0,4.6,4.083333333333333
Oklahoma,1998,18590.0,2.2,4.383333333333333
Oklahoma,1999,19365.0,1.6,3.4500000000000006
Oklahoma,2000,19679.0,3.7,3.0666666666666664
Oklahoma,2001,21196.0,3.6,3.6
Oklahoma,2002,22408.0,1.8,4.566666666666667
Oklahoma,2003,23254.0,1.4,5.566666666666666
Oklahoma,2004,24439.0,3.1,4.816666666666666
Oklahoma,2005,26292.0,4.2,4.483333333333333
Oklahoma,2006,28279.0,6.8,3.983333333333333
Oklahoma,2007,30855.0,1.9,4.1499999999999995
Oklahoma,2008,31427.0,3.9,3.6333333333333333
Oklahoma,2009,34584.0,-1.3,6.533333333333334
Oklahoma,2010,32485.0,0.1,6.766666666666667
Oklahoma,2011,33595.0,3.6,5.866666666666666
Oklahoma,2012,35410.0,4.9,5.2
Oklahoma,2013,37678.0,2.1,5.316666666666667
Oklahoma,2014,39041.0,5.3,4.466666666666668
Oklahoma,2015,41281.0,3.7,4.433333333333334
Oklahoma,2016,39935.0,-2.7,4.883333333333333
Oklahoma,2017,37904.0,0.0,4.2
Oklahoma,2018,39713.0,2.7,3.3666666666666667
Oklahoma,2019,41700.0,2.4,3.2500000000000004
Oklahoma,2020,43031.0,-10.6,8.633333333333333
Oregon,1980,8135.0,-0.7,9.000000000000002
Oregon,1981,8850.0,-2.7,9.583333333333334
Oregon,1982,9494.0,-5.3,11.466666666666667
Oregon,1983,9809.0,1.1,10.75
Oregon,1984,10585.0,6.2,9.333333333333334
Oregon,1985,11467.0,2.4,8.816666666666665
Oregon,1986,11967.0,2.0,8.233333333333333
Oregon,1987,12479.0,3.3,6.183333333333334
Oregon,1988,13036.0,6.3,5.800000000000001
Oregon,1989,14160.0,2.8,5.433333333333333
Oregon,1990,15011.0,4.2,5.5
Oregon,1991,15965.0,1.7,6.283333333333334
Oregon,1992,16349.0,3.9,7.366666666666666
Oregon,1993,17116.0,5.9,7.183333333333333
Oregon,1994,17869.0,6.0,5.3999999999999995
Oregon,1995,18691.0,6.5,4.883333333333333
Oregon,1996,19747.0,14.1,5.699999999999999
Oregon,1997,20791.0,7.4,5.616666666666667
Oregon,1998,21514.0,4.7,5.783333333333334
Oregon,1999,22454.0,2.2,5.55
Oregon,2000,22954.0,8.6,5.1499999999999995
Oregon,2001,24364.0,-0.8,6.349999999999999
Oregon,2002,25093.0,2.2,7.349999999999999
Oregon,2003,25586.0,4.2,8.333333333333334
Oregon,2004,26439.0,5.1,7.300000000000001
Oregon,2005,27764.0,3.6,6.216666666666666
Oregon,2006,28462.0,6.0,5.316666666666666
Oregon,2007,30494.0,1.8,5.15
Oregon,2008,31624.0,1.6,6.199999999999999
Oregon,2009,32497.0,-4.2,11.583333333333334
Oregon,2010,31978.0,1.5,10.65
Oregon,2011,32433.0,2.9,9.5
Oregon,2012,33532.0,0.3,8.816666666666668
Oregon,2013,35197.0,0.8,7.8500000000000005
Oregon,2014,35061.0,3.4,6.783333333333332
Oregon,2015,37229.0,5.6,5.616666666666666
Oregon,2016,39281.0,4.8,4.8999999999999995
Oregon,2017,40412.0,4.2,4.1000000000000005
Oregon,2018,42469.0,4.6,3.966666666666667
Oregon,2019,45058.0,2.8,3.75
Oregon,2020,46369.0,-10.1,11.283333333333333
Pennsylvania,1980,7942.0,-2.4,8.383333333333335
Pennsylvania,1981,8717.0,0.4,8.216666666666667
Pennsylvania,1982,9566.0,-3.8,11.066666666666668
Pennsylvania,1983,10323.0,2.8,11.6
Pennsylvania,1984,10957.0,5.5,9.083333333333334
Pennsylvania,1985,11861.0,2.4,8.049999999999999
Pennsylvania,1986,12598.0,1.9,6.933333333333334
Pennsylvania,1987,13261.0,5.5,5.633333333333334
Pennsylvania,1988,13928.0,4.9,5.05
Pennsylvania,1989,15089.0,1.6,4.633333333333334
Pennsylvania,1990,16269.0,1.5,5.333333333333333
Pennsylvania,1991,17218.0,0.3,7.083333333333333
Pennsylvania,1992,17920.0,3.0,7.683333333333334
Pennsylvania,1993,18804.0,1.6,7.033333333333332
Pennsylvania,1994,19421.0,2.8,6.283333333333334
Pennsylvania,1995,19970.0,3.3,5.883333333333333
Pennsylvania,1996,20751.0,2.6,5.383333333333334
Pennsylvania,1997,21643.0,3.7,5.183333333333334
Pennsylvania,1998,22571.0,2.7,4.6000000000000005
Pennsylvania,1999,23651.0,2.9,4.433333333333334
Pennsylvania,2000,24603.0,2.5,4.1
Pennsylvania,2001,26271.0,1.2,4.766666666666667
Pennsylvania,2002,27388.0,0.9,5.583333333333333
Pennsylvania,2003,28446.0,2.2,5.683333333333334
Pennsylvania,2004,29586.0,2.7,5.449999999999999
Pennsylvania,2005,31330.0,1.8,4.949999999999999
Pennsylvania,2006,32294.0,0.7,4.6499999999999995
Pennsylvania,2007,33635.0,3.2,4.3500000000000005
Pennsylvania,2008,35334.0,2.1,5.1499999999999995
Pennsylvania,2009,36555.0,-2.9,8.166666666666666
Pennsylvania,2010,36458.0,2.8,8.433333333333332
Pennsylvania,2011,37863.0,1.4,7.966666666666666
Pennsylvania,2012,39408.0,1.5,7.849999999999999
Pennsylvania,2013,41158.0,1.6,7.366666666666667
Pennsylvania,2014,41124.0,2.4,5.8500000000000005
Pennsylvania,2015,42867.0,2.4,5.3
Pennsylvania,2016,44382.0,1.3,5.45
Pennsylvania,2017,45741.0,0.6,4.833333333333333
Pennsylvania,2018,47149.0,1.9,4.216666666666666
Pennsylvania,2019,49788.0,2.4,4.3500000000000005
Pennsylvania,2020,51461.0,-11.2,12.283333333333333
Rhode Island,1980,7633.0,-0.5,7.333333333333333
Rhode Island,1981,8696.0,2.4,7.683333333333334
Rhode Island,1982,9650.0,-0.3,9.816666666666666
Rhode Island,1983,10441.0,2.9,8.366666666666667
Rhode Island,1984,11306.0,7.0,5.366666666666666
Rhode Island,1985,12388.0,6.5,4.6499999999999995
Rhode Island,1986,13228.0,5.1,4.1000000000000005
Rhode Island,1987,13981.0,4.4,3.6833333333333336
Rhode Island,1988,14631.0,6.9,3.033333333333333
Rhode Island,1989,16122.0,2.7,4.033333333333334
Rhode Island,1990,17474.0,-1.1,6.383333333333333
Rhode Island,1991,17943.0,-3.6,8.616666666666667
Rhode Island,1992,18105.0,1.5,8.966666666666667
Rhode Island,1993,18997.0,1.1,7.716666666666666
Rhode Island,1994,19728.0,0.9,6.883333333333334
Rhode Island,1995,20177.0,2.6,6.383333333333334
Rhode Island,1996,21224.0,1.7,5.3999999999999995
Rhode Island,1997,21751.0,6.3,5.166666666666667
Rhode Island,1998,22700.0,4.4,4.583333333333333
Rhode Island,1999,23978.0,3.0,4.1000000000000005
Rhode Island,2000,24882.0,4.8,4.099999999999999
Rhode Island,2001,26358.0,1.4,4.6
Rhode Island,2002,27613.0,3.7,4.966666666666668
Rhode Island,2003,29217.0,3.7,5.333333333333333
Rhode Island,2004,30893.0,4.5,5.166666666666667
Rhode Island,2005,32462.0,1.4,5.033333333333334
Rhode Island,2006,33148.0,2.3,4.949999999999999
Rhode Island,2007,34792.0,-2.8,5.116666666666666
Rhode Island,2008,36219.0,-3.0,7.75
Rhode Island,2009,36979.0,-0.4,11.166666666666666
Rhode Island,2010,37035.0,2.3,11.266666666666666
Rhode Island,2011,38960.0,-0.2,10.966666666666667
Rhode Island,2012,39965.0,0.7,10.4
Rhode Island,2013,41628.0,0.1,9.283333333333333
Rhode Island,2014,41057.0,0.6,7.6499999999999995
Rhode Island,2015,42729.0,1.8,5.983333333333333
Rhode Island,2016,44198.0,0.1,5.283333333333334
Rhode Island,2017,44744.0,-0.6,4.3999999999999995
Rhode Island,2018,46636.0,0.8,3.9166666666666665
Rhode Island,2019,48345.0,1.0,3.5666666666666664
Rhode Island,2020,50024.0,-10.5,13.633333333333335
South Carolina,1980,6387.0,0.5,7.083333333333333
South Carolina,1981,7064.0,3.4,7.866666666666667
South Carolina,1982,7805.0,-1.7,11.233333333333333
South Carolina,1983,8307.0,6.4,9.799999999999999
South Carolina,1984,8940.0,9.6,6.816666666666666
South Carolina,1985,9900.0,3.6,7.116666666666667
South Carolina,1986,10457.0,4.7,6.400000000000001
South Carolina,1987,11053.0,7.3,5.3999999999999995
South Carolina,1988,11672.0,5.2,4.683333333333334
South Carolina,1989,12646.0,3.3,4.633333333333333
South Carolina,1990,13489.0,3.2,4.75
South Carolina,1991,14299.0,0.9,6.116666666666667
South Carolina,1992,14764.0,3.3,6.7
South Carolina,1993,15538.0,3.6,7.433333333333334
South Carolina,1994,16130.0,5.6,6.233333333333333
South Carolina,1995,16874.0,3.7,5.15
South Carolina,1996,17600.0,3.0,5.866666666666666
South Carolina,1997,18396.0,5.2,4.583333333333333
South Carolina,1998,19187.0,3.7,3.75
South Carolina,1999,20204.0,4.6,4.3
South Carolina,2000,20933.0,2.8,3.733333333333333
South Carolina,2001,22219.0,0.5,5.266666666666667
South Carolina,2002,22792.0,2.4,5.716666666666668
South Carolina,2003,23620.0,3.5,7.016666666666667
South Carolina,2004,24353.0,1.3,6.8500000000000005
South Carolina,2005,25407.0,2.7,6.666666666666665
South Carolina,2006,26306.0,2.3,6.533333333333332
South Carolina,2007,27724.0,2.6,5.6000000000000005
South Carolina,2008,28879.0,-0.1,6.599999999999999
South Carolina,2009,29730.0,-4.4,11.450000000000001
South Carolina,2010,29214.0,1.9,11.033333333333333
South Carolina,2011,29842.0,2.3,10.65
South Carolina,2012,31034.0,0.7,9.249999999999998
South Carolina,2013,32447.0,2.0,7.666666666666667
South Carolina,2014,32272.0,2.7,6.466666666666668
South Carolina,2015,34059.0,3.7,5.966666666666666
South Carolina,2016,35476.0,3.2,5.033333333333333
South Carolina,2017,36376.0,3.1,4.283333333333333
South Carolina,2018,37972.0,3.1,3.366666666666667
South Carolina,2019,39630.0,2.8,2.8166666666666664
South Carolina,2020,40945.0,-11.3,9.016666666666667
South Dakota,1980,7560.0,-4.5,4.983333333333333
South Dakota,1981,7511.0,6.0,4.866666666666667
South Dakota,1982,8789.0,-2.9,5.5
South Dakota,1983,9198.0,-0.6,5.2
South Dakota,1984,9670.0,7.8,4.349999999999999
South Dakota,1985,11048.0,3.8,4.866666666666667
South Dakota,1986,11284.0,1.3,4.583333333333333
South Dakota,1987,11822.0,2.1,4.183333333333334
South Dakota,1988,12410.0,0.8,4.033333333333333
South Dakota,1989,12909.0,1.7,4.066666666666666
South Dakota,1990,13863.0,5.3,3.8000000000000003
South Dakota,1991,15115.0,4.9,3.5
South Dakota,1992,15618.0,5.6,3.316666666666667
South Dakota,1993,16676.0,5.7,3.3333333333333335
South Dakota,1994,17120.0,5.4,3.3000000000000003
South Dakota,1995,18334.0,2.1,3.016666666666667
South Dakota,1996,18426.0,4.8,3.1500000000000004
South Dakota,1997,20310.0,1.8,2.9166666666666665
South Dakota,1998,20460.0,5.9,2.7499999999999996
South Dakota,1999,22073.0,3.8,2.766666666666667
South Dakota,2000,22856.0,6.9,2.433333333333333
South Dakota,2001,24273.0,0.8,3.1166666666666667
South Dakota,2002,25008.0,10.6,3.1
South Dakota,2003,25292.0,1.9,3.566666666666667
South Dakota,2004,27908.0,3.0,3.716666666666667
South Dakota,2005,29706.0,4.1,3.8666666666666667
South Dakota,2006,31140.0,1.7,3.0999999999999996
South Dakota,2007,32239.0,5.0,2.8000000000000003
South Dakota,2008,35405.0,3.3,3.016666666666666
South Dakota,2009,37513.0,1.1,5.033333333333333
South Dakota,2010,36845.0,1.2,4.916666666666667
South Dakota,2011,38423.0,6.4,4.716666666666666
South Dakota,2012,41269.0,1.4,4.316666666666666
South Dakota,2013,41554.0,0.4,3.783333333333333
South Dakota,2014,41376.0,1.6,3.4000000000000004
South Dakota,2015,42785.0,2.1,3.1166666666666667
South Dakota,2016,44286.0,0.8,2.983333333333334
South Dakota,2017,44312.0,0.6,3.233333333333334
South Dakota,2018,45592.0,2.7,3.0500000000000003
South Dakota,2019,48460.0,0.6,3.3000000000000003
South Dakota,2020,49600.0,-8.7,7.133333333333333
Tennessee,1980,6843.0,-1.4,7.6499999999999995
Tennessee,1981,7420.0,2.8,8.666666666666668
Tennessee,1982,8207.0,-2.3,11.616666666666667
Tennessee,1983,8732.0,5.5,11.66666666666667
Tennessee,1984,9312.0,7.3,8.566666666666668
Tennessee,1985,10362.0,3.8,7.983333333333333
Tennessee,1986,10972.0,3.2,7.8999999999999995
Tennessee,1987,11699.0,7.1,6.583333333333333
Tennessee,1988,12430.0,4.7,5.849999999999999
Tennessee,1989,13460.0,1.0,5.033333333333333
Tennessee,1990,14304.0,-0.5,5.266666666666667
Tennessee,1991,15129.0,3.6,6.833333333333333
Tennessee,1992,15736.0,7.8,6.433333333333333
Tennessee,1993,16930.0,4.4,5.8500000000000005
Tennessee,1994,17691.0,6.0,4.833333333333333
Tennessee,1995,18430.0,3.3,5.349999999999999
Tennessee,1996,19406.0,3.3,5.0
Tennessee,1997,20051.0,5.0,5.366666666666667
Tennessee,1998,20856.0,6.2,4.3
Tennessee,1999,22582.0,3.1,3.933333333333333
Tennessee,2000,23190.0,1.3,3.9166666666666665
Tennessee,2001,24375.0,-0.4,4.45
Tennessee,2002,24767.0,3.3,5.033333333333334
Tennessee,2003,25740.0,2.8,5.8166666666666655
Tennessee,2004,26747.0,4.9,5.266666666666667
Tennessee,2005,28112.0,2.1,5.516666666666667
Tennessee,2006,28850.0,2.5,5.383333333333333
Tennessee,2007,30016.0,-1.0,4.483333333333333
Tennessee,2008,30935.0,1.2,6.516666666666667
Tennessee,2009,31898.0,-3.3,10.766666666666666
Tennessee,2010,32075.0,1.4,9.399999999999999
Tennessee,2011,33300.0,3.1,9.066666666666668
Tennessee,2012,34850.0,3.2,7.866666666666667
Tennessee,2013,36437.0,1.3,7.8500000000000005
Tennessee,2014,36280.0,1.5,6.6499999999999995
Tennessee,2015,37458.0,3.9,5.633333333333333
Tennessee,2016,38958.0,1.7,4.750000000000001
Tennessee,2017,39749.0,2.2,3.633333333333333
Tennessee,2018,41413.0,2.7,3.5500000000000003
Tennessee,2019,43426.0,1.6,3.4166666666666665
Tennessee,2020,44731.0,-13.0,10.116666666666665
Texas,1980,7831.0,3.5,5.266666666666667
Texas,1981,8662.0,6.3,5.250000000000001
Texas,1982,9800.0,0.4,6.833333333333333
Texas,1983,10517.0,-0.2,8.033333333333333
Texas,1984,11141.0,5.8,5.900000000000001
Texas,1985,12061.0,4.5,7.099999999999999
Texas,1986,12786.0,-2.2,8.933333333333332
Texas,1987,12993.0,-0.4,8.4
Texas,1988,13146.0,6.0,7.316666666666667
Texas,1989,13976.0,2.6,6.683333333333334
Texas,1990,14722.0,3.2,6.266666666666667
Texas,1991,15646.0,1.6,6.8500000000000005
Texas,1992,16120.0,3.9,7.683333333333334
Texas,1993,17156.0,3.6,7.116666666666667
Texas,1994,17741.0,5.6,6.55
Texas,1995,18322.0,5.0,6.116666666666667
Texas,1996,19149.0,5.9,5.6000000000000005
Texas,1997,20052.0,8.0,5.3
Texas,1998,21266.0,6.3,4.933333333333334
Texas,1999,22573.0,3.9,4.683333333333333
Texas,2000,23315.0,3.5,4.25
Texas,2001,24776.0,2.4,4.916666666666667
Texas,2002,25989.0,2.0,6.366666666666666
Texas,2003,26476.0,0.6,6.833333333333333
Texas,2004,27263.0,5.3,5.8999999999999995
Texas,2005,28182.0,2.6,5.3500000000000005
Texas,2006,29701.0,6.8,4.966666666666667
Texas,2007,31674.0,5.4,4.233333333333333
Texas,2008,32928.0,0.1,4.716666666666668
Texas,2009,35017.0,-0.3,7.833333333333333
Texas,2010,33887.0,2.4,8.066666666666666
Texas,2011,35195.0,3.2,7.8500000000000005
Texas,2012,37449.0,5.0,6.733333333333333
Texas,2013,39458.0,4.3,6.3
Texas,2014,39436.0,3.3,5.116666666666666
Texas,2015,41593.0,5.1,4.3999999999999995
Texas,2016,41785.0,0.7,4.666666666666667
Texas,2017,41456.0,2.8,4.266666666666667
Texas,2018,43516.0,3.9,3.8333333333333335
Texas,2019,46284.0,2.9,3.466666666666667
Texas,2020,47690.0,-9.7,9.666666666666666
Utah,1980,6877.0,2.1,6.366666666666666
Utah,1981,7446.0,3.7,6.466666666666668
Utah,1982,8116.0,-0.6,8.149999999999999
Utah,1983,8545.0,3.4,8.9
Utah,1984,9048.0,7.8,6.3500000000000005
Utah,1985,9875.0,5.7,6.016666666666666
Utah,1986,10406.0,-1.4,6.066666666666666
Utah,1987,10800.0,0.7,6.25
Utah,1988,11172.0,5.3,4.95
Utah,1989,11824.0,1.2,4.566666666666666
Utah,1990,12584.0,5.4,4.4
Utah,1991,13286.0,3.8,4.716666666666667
Utah,1992,13941.0,3.8,4.8500000000000005
Utah,1993,14609.0,4.9,4.05
Utah,1994,15208.0,8.3,3.8000000000000003
Utah,1995,15841.0,7.2,3.483333333333333
Utah,1996,16738.0,9.9,3.35
Utah,1997,17724.0,4.2,3.1166666666666667
Utah,1998,18649.0,6.3,3.683333333333333
Utah,1999,19499.0,4.2,3.6333333333333333
Utah,2000,20161.0,3.7,3.3000000000000003
Utah,2001,21193.0,1.6,4.366666666666666
Utah,2002,21904.0,1.9,5.866666666666666
Utah,2003,22616.0,1.8,5.6499999999999995
Utah,2004,23264.0,5.3,5.000000000000001
Utah,2005,24433.0,6.3,4.066666666666666
Utah,2006,25712.0,8.5,2.966666666666667
Utah,2007,27731.0,5.0,2.5666666666666664
Utah,2008,29216.0,-0.9,3.4
Utah,2009,30212.0,-1.9,7.433333333333334
Utah,2010,28993.0,2.0,7.883333333333333
Utah,2011,29337.0,3.0,6.749999999999999
Utah,2012,30934.0,1.2,5.366666666666667
Utah,2013,32592.0,2.6,4.6000000000000005
Utah,2014,32843.0,3.1,3.8000000000000003
Utah,2015,34409.0,3.9,3.6
Utah,2016,36367.0,4.2,3.4499999999999997
Utah,2017,37559.0,4.4,3.283333333333333
Utah,2018,39305.0,5.6,3.0666666666666664
Utah,2019,41977.0,3.8,2.5833333333333335
Utah,2020,43498.0,-7.1,6.316666666666666
Vermont,1980,7057.0,2.7,6.449999999999999
Vermont,1981,7782.0,3.2,5.733333333333333
Vermont,1982,8670.0,-0.4,7.050000000000001
Vermont,1983,9448.0,4.0,6.3999999999999995
Vermont,1984,10092.0,5.0,4.983333333333333
Vermont,1985,11053.0,5.9,4.816666666666667
Vermont,1986,11842.0,4.4,4.266666666666667
Vermont,1987,12584.0,8.7,3.5833333333333335
Vermont,1988,13386.0,8.7,2.9166666666666665
Vermont,1989,14441.0,4.6,3.5499999999999994
Vermont,1990,15677.0,1.7,4.9
Vermont,1991,16108.0,-2.7,6.683333333333333
Vermont,1992,16422.0,4.7,6.1499999999999995
Vermont,1993,17517.0,1.4,5.133333333333334
Vermont,1994,18034.0,3.1,4.583333333333333
Vermont,1995,18739.0,0.2,4.266666666666667
Vermont,1996,19561.0,4.4,4.3
Vermont,1997,20318.0,4.6,3.9166666666666665
Vermont,1998,21136.0,3.2,3.4000000000000004
Vermont,1999,22532.0,5.5,2.966666666666667
Vermont,2000,23792.0,5.4,2.8166666666666664
Vermont,2001,25433.0,3.0,3.2999999999999994
Vermont,2002,27043.0,3.1,3.983333333333333
Vermont,2003,27965.0,3.4,4.316666666666667
Vermont,2004,29337.0,5.0,3.6333333333333333
Vermont,2005,31013.0,1.3,3.4499999999999997
Vermont,2006,31447.0,0.8,3.6666666666666665
Vermont,2007,33167.0,-1.2,4.0
Vermont,2008,34685.0,2.4,4.566666666666666
Vermont,2009,36564.0,-1.6,6.766666666666667
Vermont,2010,36957.0,4.1,6.066666666666666
Vermont,2011,37993.0,2.2,5.433333333333333
Vermont,2012,39643.0,0.6,4.983333333333333
Vermont,2013,41214.0,-1.8,4.433333333333333
Vermont,2014,41346.0,0.5,3.933333333333333
Vermont,2015,42944.0,1.3,3.5500000000000003
Vermont,2016,44257.0,1.1,3.233333333333333
Vermont,2017,45102.0,0.4,2.9499999999999997
Vermont,2018,46308.0,0.9,2.5500000000000003
Vermont,2019,48019.0,0.8,2.3666666666666667
Vermont,2020,49511.0,-12.7,9.35
Virginia,1980,8203.0,1.5,5.416666666666667
Virginia,1981,9189.0,3.2,5.933333333333334
Virginia,1982,10106.0,0.3,7.3999999999999995
Virginia,1983,10900.0,4.6,6.416666666666667
Virginia,1984,11712.0,6.9,5.033333333333334
Virginia,1985,12932.0,4.9,5.616666666666666
Virginia,1986,13717.0,5.1,5.05
Virginia,1987,14558.0,6.0,4.216666666666666
Virginia,1988,15282.0,5.2,4.0
Virginia,1989,16542.0,3.5,3.9
Virginia,1990,17574.0,1.6,4.333333333333333
Virginia,1991,18255.0,-0.4,5.8500000000000005
Virginia,1992,18873.0,2.0,6.333333333333333
Virginia,1993,19780.0,2.8,5.25
Virginia,1994,20440.0,4.0,4.883333333333334
Virginia,1995,21173.0,2.8,4.550000000000001
Virginia,1996,21972.0,4.3,4.3999999999999995
Virginia,1997,22684.0,4.3,3.8666666666666667
Virginia,1998,23782.0,5.5,2.9
Virginia,1999,24857.0,5.1,2.766666666666667
Virginia,2000,26039.0,4.8,2.283333333333333
Virginia,2001,27822.0,3.4,3.2166666666666663
Virginia,2002,28959.0,0.9,4.216666666666666
Virginia,2003,30160.0,3.8,4.166666666666667
Virginia,2004,31948.0,4.7,3.7999999999999994
Virginia,2005,33835.0,5.5,3.6
Virginia,2006,35332.0,1.9,3.1333333333333333
Virginia,2007,37132.0,0.8,3.0
Virginia,2008,38581.0,0.0,3.8499999999999996
Virginia,2009,39621.0,-0.2,6.783333333333334
Virginia,2010,39498.0,2.8,7.1000000000000005
Virginia,2011,40612.0,1.0,6.633333333333334
Virginia,2012,42142.0,0.6,6.083333333333333
Virginia,2013,43985.0,0.3,5.716666666666666
Virginia,2014,42851.0,0.0,5.25
Virginia,2015,44509.0,2.0,4.45
Virginia,2016,45997.0,1.0,4.116666666666666
Virginia,2017,46915.0,1.7,3.7000000000000006
Virginia,2018,48608.0,2.3,3.0
Virginia,2019,50829.0,2.2,2.766666666666666
Virginia,2020,52144.0,-8.8,8.083333333333334
Washington,1980,8909.0,0.7,8.266666666666667
Washington,1981,9782.0,3.1,9.433333333333335
Washington,1982,10630.0,0.0,12.033333333333333
Washington,1983,11403.0,1.6,11.149999999999999
Washington,1984,12233.0,3.6,9.183333333333334
Washington,1985,13028.0,1.0,8.35
Washington,1986,13645.0,4.5,8.200000000000001
Washington,1987,14426.0,4.5,7.283333333333334
Washington,1988,14890.0,6.0,6.333333333333335
Washington,1989,15906.0,5.1,5.95
Washington,1990,17006.0,5.8,5.133333333333334
Washington,1991,18027.0,2.2,6.316666666666666
Washington,1992,18935.0,3.6,7.333333333333333
Washington,1993,19962.0,2.6,7.366666666666667
Washington,1994,20585.0,3.5,6.499999999999999
Washington,1995,21183.0,0.4,6.483333333333333
Washington,1996,21935.0,5.6,6.099999999999999
Washington,1997,23014.0,6.2,4.883333333333334
Washington,1998,24160.0,6.3,4.766666666666667
Washington,1999,25746.0,7.4,4.916666666666667
Washington,2000,26719.0,0.9,5.166666666666667
Washington,2001,28443.0,-2.3,6.2
Washington,2002,29256.0,1.6,7.383333333333333
Washington,2003,30117.0,1.7,7.533333333333332
Washington,2004,31406.0,1.9,6.2
Washington,2005,33532.0,6.6,5.566666666666666
Washington,2006,34138.0,4.0,5.083333333333333
Washington,2007,36317.0,6.0,4.666666666666667
Washington,2008,38560.0,1.1,5.283333333333333
Washington,2009,40163.0,-2.5,9.333333333333334
Washington,2010,38737.0,2.3,9.916666666666666
Washington,2011,39235.0,1.7,9.333333333333334
Washington,2012,40538.0,3.2,8.183333333333332
Washington,2013,43445.0,2.7,7.05
Washington,2014,43487.0,3.6,6.1000000000000005
Washington,2015,46253.0,4.7,5.633333333333334
Washington,2016,48053.0,3.9,5.283333333333334
Washington,2017,49577.0,5.5,4.7
Washington,2018,52077.0,7.2,4.416666666666667
Washington,2019,55924.0,4.6,4.266666666666667
Washington,2020,58070.0,-7.7,11.299999999999999
West Virginia,1980,6450.0,-1.7,9.700000000000001
West Virginia,1981,7019.0,-1.2,10.666666666666666
West Virginia,1982,7661.0,-2.8,13.6
West Virginia,1983,8184.0,-2.7,17.98333333333333
West Virginia,1984,8475.0,5.3,14.550000000000002
West Virginia,1985,9237.0,1.1,13.183333333333332
West Virginia,1986,9721.0,-1.4,11.966666666666667
West Virginia,1987,10122.0,0.2,10.816666666666668
West Virginia,1988,10500.0,7.4,9.883333333333333
West Virginia,1989,11451.0,-0.2,8.666666666666666
West Virginia,1990,12191.0,1.7,8.283333333333333
West Virginia,1991,13073.0,2.0,10.633333333333333
West Virginia,1992,13632.0,2.8,11.283333333333333
West Virginia,1993,14701.0,2.9,10.75
West Virginia,1994,15160.0,6.3,8.833333333333334
West Virginia,1995,15740.0,2.6,7.933333333333334
West Virginia,1996,16219.0,2.3,7.3500000000000005
West Virginia,1997,16844.0,2.2,6.75
West Virginia,1998,17524.0,1.6,6.666666666666667
West Virginia,1999,18279.0,3.3,6.55
West Virginia,2000,18823.0,-0.2,5.433333333333334
West Virginia,2001,19959.0,0.0,4.883333333333334
West Virginia,2002,21200.0,1.3,5.983333333333333
West Virginia,2003,22251.0,0.2,6.133333333333333
West Virginia,2004,22635.0,1.3,5.266666666666667
West Virginia,2005,23481.0,2.9,5.133333333333333
West Virginia,2006,24411.0,1.4,5.083333333333333
West Virginia,2007,25917.0,0.0,4.516666666666667
West Virginia,2008,26651.0,1.9,4.116666666666666
West Virginia,2009,28069.0,-0.2,8.016666666666666
West Virginia,2010,28701.0,1.2,8.549999999999999
West Virginia,2011,29568.0,1.6,8.033333333333333
West Virginia,2012,30857.0,-0.3,7.566666666666667
West Virginia,2013,31982.0,1.1,6.650000000000001
West Virginia,2014,31616.0,-0.6,6.6000000000000005
West Virginia,2015,32656.0,0.9,6.866666666666667
West Virginia,2016,33445.0,-1.5,6.116666666666666
West Virginia,2017,33599.0,0.7,5.116666666666666
West Virginia,2018,35344.0,3.0,5.233333333333333
West Virginia,2019,37484.0,0.7,4.800000000000001
West Virginia,2020,38466.0,-10.0,11.133333333333333
Wisconsin,1980,7931.0,-1.4,7.45
Wisconsin,1981,8712.0,0.3,7.75
Wisconsin,1982,9424.0,-2.1,10.583333333333334
Wisconsin,1983,10034.0,2.0,10.183333333333335
Wisconsin,1984,10671.0,6.1,7.3500000000000005
Wisconsin,1985,11739.0,3.4,7.2
Wisconsin,1986,12337.0,1.6,7.016666666666666
Wisconsin,1987,12995.0,2.9,5.866666666666667
Wisconsin,1988,13569.0,6.1,4.316666666666666
Wisconsin,1989,14312.0,2.0,4.3999999999999995
Wisconsin,1990,15464.0,1.9,4.233333333333333
Wisconsin,1991,16162.0,1.3,5.5
Wisconsin,1992,16632.0,5.5,5.233333333333333
Wisconsin,1993,17742.0,3.9,4.816666666666666
Wisconsin,1994,18418.0,5.3,4.500000000000001
Wisconsin,1995,19334.0,2.1,3.75
Wisconsin,1996,20097.0,4.7,3.5833333333333335
Wisconsin,1997,20934.0,4.5,3.5833333333333335
Wisconsin,1998,21934.0,3.8,3.35
Wisconsin,1999,23246.0,4.1,3.0500000000000003
Wisconsin,2000,24110.0,3.0,3.5999999999999996
Wisconsin,2001,25576.0,1.3,4.483333333333333
Wisconsin,2002,26811.0,2.1,5.333333333333333
Wisconsin,2003,27927.0,2.8,5.800000000000001
Wisconsin,2004,28747.0,3.3,5.0
Wisconsin,2005,29965.0,2.4,4.683333333333334
Wisconsin,2006,30635.0,1.8,4.733333333333333
Wisconsin,2007,32133.0,0.5,4.95
Wisconsin,2008,33362.0,-1.3,4.666666666666666
Wisconsin,2009,34333.0,-2.8,8.783333333333333
Wisconsin,2010,34418.0,3.1,8.583333333333334
Wisconsin,2011,35234.0,2.1,7.833333333333335
Wisconsin,2012,36814.0,1.4,7.05
